dataset,disease,tissue,cell_type,gene,both,onlyA,onlyB,neither,originally_zero,disagreement
63ff2c52-cb63-44f0-bac3-d0b33373e312,Crohn disease,left colon,Goblet cells MUC2 TFF1,MUC2,1,0,0,0,1,0.0
63ff2c52-cb63-44f0-bac3-d0b33373e312,Crohn disease,left colon,Goblet cells MUC2 TFF1,TFF1,21,1,0,0,22,0.045454545454545456
63ff2c52-cb63-44f0-bac3-d0b33373e312,Crohn disease,left colon,Goblet cells MUC2 TFF1,TFF3,2,0,0,0,2,0.0
63ff2c52-cb63-44f0-bac3-d0b33373e312,Crohn disease,left colon,Goblet cells MUC2 TFF1,AGR2,41,7,0,0,48,0.14583333333333334
63ff2c52-cb63-44f0-bac3-d0b33373e312,Crohn disease,left colon,Goblet cells MUC2 TFF1,SPDEF,87,53,0,0,140,0.37857142857142856
63ff2c52-cb63-44f0-bac3-d0b33373e312,Crohn disease,left colon,Tuft cells,POU2F3,15,126,0,0,141,0.8936170212765957
63ff2c52-cb63-44f0-bac3-d0b33373e312,Crohn disease,left colon,Tuft cells,DCLK1,0,0,0,170,170,0.0
63ff2c52-cb63-44f0-bac3-d0b33373e312,Crohn disease,left colon,Goblet cells SPINK4,MUC2,25,1,0,0,26,0.038461538461538464
63ff2c52-cb63-44f0-bac3-d0b33373e312,Crohn disease,left colon,Goblet cells SPINK4,SPINK4,5,19,0,0,24,0.7916666666666666
63ff2c52-cb63-44f0-bac3-d0b33373e312,Crohn disease,left colon,Enterocytes TMIGD1 MEP1A,CA1,322,74,0,0,396,0.18686868686868688
63ff2c52-cb63-44f0-bac3-d0b33373e312,Crohn disease,left colon,Enterocytes TMIGD1 MEP1A,CA2,249,21,0,0,270,0.07777777777777778
63ff2c52-cb63-44f0-bac3-d0b33373e312,Crohn disease,left colon,Enterocytes TMIGD1 MEP1A,TMIGD1,386,216,0,0,602,0.3588039867109635
63ff2c52-cb63-44f0-bac3-d0b33373e312,Crohn disease,left colon,Enterocytes TMIGD1 MEP1A,MEP1A,544,138,0,0,682,0.20234604105571846
63ff2c52-cb63-44f0-bac3-d0b33373e312,Crohn disease,left colon,Enterocytes CA1 CA2 CA4-,CA1,717,515,0,0,1232,0.4180194805194805
63ff2c52-cb63-44f0-bac3-d0b33373e312,Crohn disease,left colon,Enterocytes CA1 CA2 CA4-,CA2,609,266,0,0,875,0.304
63ff2c52-cb63-44f0-bac3-d0b33373e312,Crohn disease,left colon,Goblet cells MUC2 TFF1-,MUC2,107,5,0,0,112,0.044642857142857144
63ff2c52-cb63-44f0-bac3-d0b33373e312,Crohn disease,left colon,Epithelial Cycling cells,LGR5,7,316,0,0,323,0.978328173374613
63ff2c52-cb63-44f0-bac3-d0b33373e312,Crohn disease,left colon,Epithelial Cycling cells,OLFM4,98,86,0,0,184,0.4673913043478261
63ff2c52-cb63-44f0-bac3-d0b33373e312,Crohn disease,left colon,Epithelial Cycling cells,MKI67,27,79,0,0,106,0.7452830188679245
63ff2c52-cb63-44f0-bac3-d0b33373e312,Crohn disease,left colon,Enteroendocrine cells,CHGA,3,7,0,0,10,0.7
63ff2c52-cb63-44f0-bac3-d0b33373e312,Crohn disease,left colon,Enteroendocrine cells,GCG,0,33,0,0,33,1.0
63ff2c52-cb63-44f0-bac3-d0b33373e312,Crohn disease,left colon,Enteroendocrine cells,GIP,0,0,0,41,41,0.0
63ff2c52-cb63-44f0-bac3-d0b33373e312,Crohn disease,left colon,Enteroendocrine cells,CCK,0,0,0,41,41,0.0
63ff2c52-cb63-44f0-bac3-d0b33373e312,Crohn disease,left colon,Stem cells OLFM4,OLFM4,8,349,0,0,357,0.9775910364145658
63ff2c52-cb63-44f0-bac3-d0b33373e312,Crohn disease,left colon,Stem cells OLFM4,LGR5,2,385,0,0,387,0.9948320413436692
63ff2c52-cb63-44f0-bac3-d0b33373e312,Crohn disease,left colon,Stem cells OLFM4 LGR5,OLFM4,250,91,0,0,341,0.2668621700879765
63ff2c52-cb63-44f0-bac3-d0b33373e312,Crohn disease,left colon,Stem cells OLFM4 LGR5,LGR5,171,453,0,0,624,0.7259615384615384
63ff2c52-cb63-44f0-bac3-d0b33373e312,Crohn disease,left colon,Stem cells OLFM4 LGR5,ASCL2,314,108,0,0,422,0.2559241706161137
63ff2c52-cb63-44f0-bac3-d0b33373e312,Crohn disease,left colon,Stem cells OLFM4 PCNA,OLFM4,79,41,0,0,120,0.3416666666666667
63ff2c52-cb63-44f0-bac3-d0b33373e312,Crohn disease,left colon,Stem cells OLFM4 PCNA,PCNA,9,42,0,0,51,0.8235294117647058
63ff2c52-cb63-44f0-bac3-d0b33373e312,Crohn disease,left colon,Stem cells OLFM4 PCNA,LGR5,29,189,0,0,218,0.8669724770642202
63ff2c52-cb63-44f0-bac3-d0b33373e312,Crohn disease,left colon,Stem cells OLFM4 PCNA,ASCL2,113,52,0,0,165,0.3151515151515151
63ff2c52-cb63-44f0-bac3-d0b33373e312,Crohn disease,left colon,Stem cells OLFM4 PCNA,SOX9,97,32,0,0,129,0.24806201550387597
63ff2c52-cb63-44f0-bac3-d0b33373e312,Crohn disease,left colon,Stem cells OLFM4 PCNA,TERT,2,218,0,2,222,0.9819819819819819
63ff2c52-cb63-44f0-bac3-d0b33373e312,Crohn disease,left colon,Paneth cells,LYZ,0,0,0,0,0,0.0
63ff2c52-cb63-44f0-bac3-d0b33373e312,Crohn disease,left colon,Paneth cells,DEFA5,0,0,0,2,2,0.0
63ff2c52-cb63-44f0-bac3-d0b33373e312,Crohn disease,caecum epithelium,Enterocytes BEST4,BEST4,10,0,0,0,10,0.0
63ff2c52-cb63-44f0-bac3-d0b33373e312,Crohn disease,caecum epithelium,Enterocytes BEST4,OTOP2,9,0,0,0,9,0.0
63ff2c52-cb63-44f0-bac3-d0b33373e312,Crohn disease,caecum epithelium,Enterocytes BEST4,CA7,0,0,11,0,11,1.0
63ff2c52-cb63-44f0-bac3-d0b33373e312,Crohn disease,caecum epithelium,Enterocytes BEST4,GUCA2A,12,0,0,0,12,0.0
63ff2c52-cb63-44f0-bac3-d0b33373e312,Crohn disease,caecum epithelium,Enterocytes BEST4,GUCA2B,17,0,0,0,17,0.0
63ff2c52-cb63-44f0-bac3-d0b33373e312,Crohn disease,caecum epithelium,Enterocytes BEST4,SPIB,5,0,0,0,5,0.0
63ff2c52-cb63-44f0-bac3-d0b33373e312,Crohn disease,caecum epithelium,Enterocytes BEST4,CFTR,22,0,0,0,22,0.0
63ff2c52-cb63-44f0-bac3-d0b33373e312,Crohn disease,caecum epithelium,Goblet cells MUC2 TFF1,MUC2,2,0,0,0,2,0.0
63ff2c52-cb63-44f0-bac3-d0b33373e312,Crohn disease,caecum epithelium,Goblet cells MUC2 TFF1,TFF1,2,0,0,0,2,0.0
63ff2c52-cb63-44f0-bac3-d0b33373e312,Crohn disease,caecum epithelium,Goblet cells MUC2 TFF1,TFF3,2,0,0,0,2,0.0
63ff2c52-cb63-44f0-bac3-d0b33373e312,Crohn disease,caecum epithelium,Goblet cells MUC2 TFF1,AGR2,27,0,0,0,27,0.0
63ff2c52-cb63-44f0-bac3-d0b33373e312,Crohn disease,caecum epithelium,Goblet cells MUC2 TFF1,SPDEF,43,0,0,0,43,0.0
63ff2c52-cb63-44f0-bac3-d0b33373e312,Crohn disease,caecum epithelium,Tuft cells,POU2F3,40,0,0,0,40,0.0
63ff2c52-cb63-44f0-bac3-d0b33373e312,Crohn disease,caecum epithelium,Tuft cells,DCLK1,0,71,0,0,71,1.0
63ff2c52-cb63-44f0-bac3-d0b33373e312,Crohn disease,caecum epithelium,Goblet cells SPINK4,MUC2,1,0,0,0,1,0.0
63ff2c52-cb63-44f0-bac3-d0b33373e312,Crohn disease,caecum epithelium,Goblet cells SPINK4,SPINK4,0,0,0,0,0,0.0
63ff2c52-cb63-44f0-bac3-d0b33373e312,Crohn disease,caecum epithelium,Enterocytes TMIGD1 MEP1A,CA1,144,0,0,0,144,0.0
63ff2c52-cb63-44f0-bac3-d0b33373e312,Crohn disease,caecum epithelium,Enterocytes TMIGD1 MEP1A,CA2,13,0,0,0,13,0.0
63ff2c52-cb63-44f0-bac3-d0b33373e312,Crohn disease,caecum epithelium,Enterocytes TMIGD1 MEP1A,TMIGD1,112,0,0,0,112,0.0
63ff2c52-cb63-44f0-bac3-d0b33373e312,Crohn disease,caecum epithelium,Enterocytes TMIGD1 MEP1A,MEP1A,82,0,0,0,82,0.0
63ff2c52-cb63-44f0-bac3-d0b33373e312,Crohn disease,caecum epithelium,Enterocytes CA1 CA2 CA4-,CA1,216,0,0,0,216,0.0
63ff2c52-cb63-44f0-bac3-d0b33373e312,Crohn disease,caecum epithelium,Enterocytes CA1 CA2 CA4-,CA2,72,0,0,0,72,0.0
63ff2c52-cb63-44f0-bac3-d0b33373e312,Crohn disease,caecum epithelium,Goblet cells MUC2 TFF1-,MUC2,4,0,0,0,4,0.0
63ff2c52-cb63-44f0-bac3-d0b33373e312,Crohn disease,caecum epithelium,Epithelial Cycling cells,LGR5,136,0,0,0,136,0.0
63ff2c52-cb63-44f0-bac3-d0b33373e312,Crohn disease,caecum epithelium,Epithelial Cycling cells,OLFM4,81,0,0,0,81,0.0
63ff2c52-cb63-44f0-bac3-d0b33373e312,Crohn disease,caecum epithelium,Epithelial Cycling cells,MKI67,0,0,73,0,73,1.0
63ff2c52-cb63-44f0-bac3-d0b33373e312,Crohn disease,caecum epithelium,Enteroendocrine cells,CHGA,0,0,0,0,0,0.0
63ff2c52-cb63-44f0-bac3-d0b33373e312,Crohn disease,caecum epithelium,Enteroendocrine cells,GCG,0,0,2,0,2,1.0
63ff2c52-cb63-44f0-bac3-d0b33373e312,Crohn disease,caecum epithelium,Enteroendocrine cells,GIP,0,0,0,4,4,0.0
63ff2c52-cb63-44f0-bac3-d0b33373e312,Crohn disease,caecum epithelium,Enteroendocrine cells,CCK,0,4,0,0,4,1.0
63ff2c52-cb63-44f0-bac3-d0b33373e312,Crohn disease,caecum epithelium,Stem cells OLFM4,OLFM4,41,0,0,0,41,0.0
63ff2c52-cb63-44f0-bac3-d0b33373e312,Crohn disease,caecum epithelium,Stem cells OLFM4,LGR5,69,0,0,0,69,0.0
63ff2c52-cb63-44f0-bac3-d0b33373e312,Crohn disease,caecum epithelium,Stem cells OLFM4 LGR5,OLFM4,25,0,0,0,25,0.0
63ff2c52-cb63-44f0-bac3-d0b33373e312,Crohn disease,caecum epithelium,Stem cells OLFM4 LGR5,LGR5,83,0,0,0,83,0.0
63ff2c52-cb63-44f0-bac3-d0b33373e312,Crohn disease,caecum epithelium,Stem cells OLFM4 LGR5,ASCL2,77,0,0,0,77,0.0
63ff2c52-cb63-44f0-bac3-d0b33373e312,Crohn disease,caecum epithelium,Stem cells OLFM4 PCNA,OLFM4,26,0,0,0,26,0.0
63ff2c52-cb63-44f0-bac3-d0b33373e312,Crohn disease,caecum epithelium,Stem cells OLFM4 PCNA,PCNA,0,0,17,0,17,1.0
63ff2c52-cb63-44f0-bac3-d0b33373e312,Crohn disease,caecum epithelium,Stem cells OLFM4 PCNA,LGR5,61,0,0,0,61,0.0
63ff2c52-cb63-44f0-bac3-d0b33373e312,Crohn disease,caecum epithelium,Stem cells OLFM4 PCNA,ASCL2,60,0,0,0,60,0.0
63ff2c52-cb63-44f0-bac3-d0b33373e312,Crohn disease,caecum epithelium,Stem cells OLFM4 PCNA,SOX9,53,0,0,0,53,0.0
63ff2c52-cb63-44f0-bac3-d0b33373e312,Crohn disease,caecum epithelium,Stem cells OLFM4 PCNA,TERT,66,0,0,0,66,0.0
63ff2c52-cb63-44f0-bac3-d0b33373e312,Crohn disease,caecum epithelium,Paneth cells,LYZ,0,0,0,0,0,0.0
63ff2c52-cb63-44f0-bac3-d0b33373e312,Crohn disease,caecum epithelium,Paneth cells,DEFA5,0,0,0,0,0,0.0
63ff2c52-cb63-44f0-bac3-d0b33373e312,Crohn disease,caecum epithelium,Enterocytes BEST4,BEST4,2,8,0,0,10,0.8
63ff2c52-cb63-44f0-bac3-d0b33373e312,Crohn disease,caecum epithelium,Enterocytes BEST4,OTOP2,1,8,0,0,9,0.8888888888888888
63ff2c52-cb63-44f0-bac3-d0b33373e312,Crohn disease,caecum epithelium,Enterocytes BEST4,CA7,0,0,2,9,11,0.18181818181818182
63ff2c52-cb63-44f0-bac3-d0b33373e312,Crohn disease,caecum epithelium,Enterocytes BEST4,GUCA2A,10,2,0,0,12,0.16666666666666666
63ff2c52-cb63-44f0-bac3-d0b33373e312,Crohn disease,caecum epithelium,Enterocytes BEST4,GUCA2B,5,12,0,0,17,0.7058823529411765
63ff2c52-cb63-44f0-bac3-d0b33373e312,Crohn disease,caecum epithelium,Enterocytes BEST4,SPIB,0,5,0,0,5,1.0
63ff2c52-cb63-44f0-bac3-d0b33373e312,Crohn disease,caecum epithelium,Enterocytes BEST4,CFTR,15,7,0,0,22,0.3181818181818182
63ff2c52-cb63-44f0-bac3-d0b33373e312,Crohn disease,caecum epithelium,Goblet cells MUC2 TFF1,MUC2,2,0,0,0,2,0.0
63ff2c52-cb63-44f0-bac3-d0b33373e312,Crohn disease,caecum epithelium,Goblet cells MUC2 TFF1,TFF1,0,2,0,0,2,1.0
63ff2c52-cb63-44f0-bac3-d0b33373e312,Crohn disease,caecum epithelium,Goblet cells MUC2 TFF1,TFF3,2,0,0,0,2,0.0
63ff2c52-cb63-44f0-bac3-d0b33373e312,Crohn disease,caecum epithelium,Goblet cells MUC2 TFF1,AGR2,27,0,0,0,27,0.0
63ff2c52-cb63-44f0-bac3-d0b33373e312,Crohn disease,caecum epithelium,Goblet cells MUC2 TFF1,SPDEF,30,13,0,0,43,0.3023255813953488
63ff2c52-cb63-44f0-bac3-d0b33373e312,Crohn disease,caecum epithelium,Tuft cells,POU2F3,12,28,0,0,40,0.7
63ff2c52-cb63-44f0-bac3-d0b33373e312,Crohn disease,caecum epithelium,Tuft cells,DCLK1,0,71,0,0,71,1.0
63ff2c52-cb63-44f0-bac3-d0b33373e312,Crohn disease,caecum epithelium,Goblet cells SPINK4,MUC2,1,0,0,0,1,0.0
63ff2c52-cb63-44f0-bac3-d0b33373e312,Crohn disease,caecum epithelium,Goblet cells SPINK4,SPINK4,0,0,0,0,0,0.0
63ff2c52-cb63-44f0-bac3-d0b33373e312,Crohn disease,caecum epithelium,Enterocytes TMIGD1 MEP1A,CA1,115,29,0,0,144,0.2013888888888889
63ff2c52-cb63-44f0-bac3-d0b33373e312,Crohn disease,caecum epithelium,Enterocytes TMIGD1 MEP1A,CA2,9,4,0,0,13,0.3076923076923077
63ff2c52-cb63-44f0-bac3-d0b33373e312,Crohn disease,caecum epithelium,Enterocytes TMIGD1 MEP1A,TMIGD1,64,48,0,0,112,0.42857142857142855
63ff2c52-cb63-44f0-bac3-d0b33373e312,Crohn disease,caecum epithelium,Enterocytes TMIGD1 MEP1A,MEP1A,67,15,0,0,82,0.18292682926829268
63ff2c52-cb63-44f0-bac3-d0b33373e312,Crohn disease,caecum epithelium,Enterocytes CA1 CA2 CA4-,CA1,129,87,0,0,216,0.4027777777777778
63ff2c52-cb63-44f0-bac3-d0b33373e312,Crohn disease,caecum epithelium,Enterocytes CA1 CA2 CA4-,CA2,42,30,0,0,72,0.4166666666666667
63ff2c52-cb63-44f0-bac3-d0b33373e312,Crohn disease,caecum epithelium,Goblet cells MUC2 TFF1-,MUC2,4,0,0,0,4,0.0
63ff2c52-cb63-44f0-bac3-d0b33373e312,Crohn disease,caecum epithelium,Epithelial Cycling cells,LGR5,59,77,0,0,136,0.5661764705882353
63ff2c52-cb63-44f0-bac3-d0b33373e312,Crohn disease,caecum epithelium,Epithelial Cycling cells,OLFM4,74,7,0,0,81,0.08641975308641975
63ff2c52-cb63-44f0-bac3-d0b33373e312,Crohn disease,caecum epithelium,Epithelial Cycling cells,MKI67,0,0,14,59,73,0.1917808219178082
63ff2c52-cb63-44f0-bac3-d0b33373e312,Crohn disease,caecum epithelium,Enteroendocrine cells,CHGA,0,0,0,0,0,0.0
63ff2c52-cb63-44f0-bac3-d0b33373e312,Crohn disease,caecum epithelium,Enteroendocrine cells,GCG,0,0,0,2,2,0.0
63ff2c52-cb63-44f0-bac3-d0b33373e312,Crohn disease,caecum epithelium,Enteroendocrine cells,GIP,0,0,0,4,4,0.0
63ff2c52-cb63-44f0-bac3-d0b33373e312,Crohn disease,caecum epithelium,Enteroendocrine cells,CCK,0,4,0,0,4,1.0
63ff2c52-cb63-44f0-bac3-d0b33373e312,Crohn disease,caecum epithelium,Stem cells OLFM4,OLFM4,38,3,0,0,41,0.07317073170731707
63ff2c52-cb63-44f0-bac3-d0b33373e312,Crohn disease,caecum epithelium,Stem cells OLFM4,LGR5,0,69,0,0,69,1.0
63ff2c52-cb63-44f0-bac3-d0b33373e312,Crohn disease,caecum epithelium,Stem cells OLFM4 LGR5,OLFM4,23,2,0,0,25,0.08
63ff2c52-cb63-44f0-bac3-d0b33373e312,Crohn disease,caecum epithelium,Stem cells OLFM4 LGR5,LGR5,50,33,0,0,83,0.39759036144578314
63ff2c52-cb63-44f0-bac3-d0b33373e312,Crohn disease,caecum epithelium,Stem cells OLFM4 LGR5,ASCL2,60,17,0,0,77,0.22077922077922077
63ff2c52-cb63-44f0-bac3-d0b33373e312,Crohn disease,caecum epithelium,Stem cells OLFM4 PCNA,OLFM4,26,0,0,0,26,0.0
63ff2c52-cb63-44f0-bac3-d0b33373e312,Crohn disease,caecum epithelium,Stem cells OLFM4 PCNA,PCNA,0,0,7,10,17,0.4117647058823529
63ff2c52-cb63-44f0-bac3-d0b33373e312,Crohn disease,caecum epithelium,Stem cells OLFM4 PCNA,LGR5,46,15,0,0,61,0.2459016393442623
63ff2c52-cb63-44f0-bac3-d0b33373e312,Crohn disease,caecum epithelium,Stem cells OLFM4 PCNA,ASCL2,42,18,0,0,60,0.3
63ff2c52-cb63-44f0-bac3-d0b33373e312,Crohn disease,caecum epithelium,Stem cells OLFM4 PCNA,SOX9,53,0,0,0,53,0.0
63ff2c52-cb63-44f0-bac3-d0b33373e312,Crohn disease,caecum epithelium,Stem cells OLFM4 PCNA,TERT,0,66,0,0,66,1.0
63ff2c52-cb63-44f0-bac3-d0b33373e312,Crohn disease,caecum epithelium,Paneth cells,LYZ,0,0,0,0,0,0.0
63ff2c52-cb63-44f0-bac3-d0b33373e312,Crohn disease,caecum epithelium,Paneth cells,DEFA5,0,0,0,0,0,0.0
63ff2c52-cb63-44f0-bac3-d0b33373e312,Crohn disease,caecum epithelium,Enterocytes BEST4,BEST4,2,8,0,0,10,0.8
63ff2c52-cb63-44f0-bac3-d0b33373e312,Crohn disease,caecum epithelium,Enterocytes BEST4,OTOP2,1,8,0,0,9,0.8888888888888888
63ff2c52-cb63-44f0-bac3-d0b33373e312,Crohn disease,caecum epithelium,Enterocytes BEST4,CA7,2,9,0,0,11,0.8181818181818182
63ff2c52-cb63-44f0-bac3-d0b33373e312,Crohn disease,caecum epithelium,Enterocytes BEST4,GUCA2A,10,2,0,0,12,0.16666666666666666
63ff2c52-cb63-44f0-bac3-d0b33373e312,Crohn disease,caecum epithelium,Enterocytes BEST4,GUCA2B,5,12,0,0,17,0.7058823529411765
63ff2c52-cb63-44f0-bac3-d0b33373e312,Crohn disease,caecum epithelium,Enterocytes BEST4,SPIB,0,5,0,0,5,1.0
63ff2c52-cb63-44f0-bac3-d0b33373e312,Crohn disease,caecum epithelium,Enterocytes BEST4,CFTR,15,7,0,0,22,0.3181818181818182
63ff2c52-cb63-44f0-bac3-d0b33373e312,Crohn disease,caecum epithelium,Goblet cells MUC2 TFF1,MUC2,2,0,0,0,2,0.0
63ff2c52-cb63-44f0-bac3-d0b33373e312,Crohn disease,caecum epithelium,Goblet cells MUC2 TFF1,TFF1,0,2,0,0,2,1.0
63ff2c52-cb63-44f0-bac3-d0b33373e312,Crohn disease,caecum epithelium,Goblet cells MUC2 TFF1,TFF3,2,0,0,0,2,0.0
63ff2c52-cb63-44f0-bac3-d0b33373e312,Crohn disease,caecum epithelium,Goblet cells MUC2 TFF1,AGR2,27,0,0,0,27,0.0
63ff2c52-cb63-44f0-bac3-d0b33373e312,Crohn disease,caecum epithelium,Goblet cells MUC2 TFF1,SPDEF,30,13,0,0,43,0.3023255813953488
63ff2c52-cb63-44f0-bac3-d0b33373e312,Crohn disease,caecum epithelium,Tuft cells,POU2F3,12,28,0,0,40,0.7
63ff2c52-cb63-44f0-bac3-d0b33373e312,Crohn disease,caecum epithelium,Tuft cells,DCLK1,0,0,0,71,71,0.0
63ff2c52-cb63-44f0-bac3-d0b33373e312,Crohn disease,caecum epithelium,Goblet cells SPINK4,MUC2,1,0,0,0,1,0.0
63ff2c52-cb63-44f0-bac3-d0b33373e312,Crohn disease,caecum epithelium,Goblet cells SPINK4,SPINK4,0,0,0,0,0,0.0
63ff2c52-cb63-44f0-bac3-d0b33373e312,Crohn disease,caecum epithelium,Enterocytes TMIGD1 MEP1A,CA1,115,29,0,0,144,0.2013888888888889
63ff2c52-cb63-44f0-bac3-d0b33373e312,Crohn disease,caecum epithelium,Enterocytes TMIGD1 MEP1A,CA2,9,4,0,0,13,0.3076923076923077
63ff2c52-cb63-44f0-bac3-d0b33373e312,Crohn disease,caecum epithelium,Enterocytes TMIGD1 MEP1A,TMIGD1,64,48,0,0,112,0.42857142857142855
63ff2c52-cb63-44f0-bac3-d0b33373e312,Crohn disease,caecum epithelium,Enterocytes TMIGD1 MEP1A,MEP1A,67,15,0,0,82,0.18292682926829268
63ff2c52-cb63-44f0-bac3-d0b33373e312,Crohn disease,caecum epithelium,Enterocytes CA1 CA2 CA4-,CA1,129,87,0,0,216,0.4027777777777778
63ff2c52-cb63-44f0-bac3-d0b33373e312,Crohn disease,caecum epithelium,Enterocytes CA1 CA2 CA4-,CA2,42,30,0,0,72,0.4166666666666667
63ff2c52-cb63-44f0-bac3-d0b33373e312,Crohn disease,caecum epithelium,Goblet cells MUC2 TFF1-,MUC2,4,0,0,0,4,0.0
63ff2c52-cb63-44f0-bac3-d0b33373e312,Crohn disease,caecum epithelium,Epithelial Cycling cells,LGR5,59,77,0,0,136,0.5661764705882353
63ff2c52-cb63-44f0-bac3-d0b33373e312,Crohn disease,caecum epithelium,Epithelial Cycling cells,OLFM4,74,7,0,0,81,0.08641975308641975
63ff2c52-cb63-44f0-bac3-d0b33373e312,Crohn disease,caecum epithelium,Epithelial Cycling cells,MKI67,14,59,0,0,73,0.8082191780821918
63ff2c52-cb63-44f0-bac3-d0b33373e312,Crohn disease,caecum epithelium,Enteroendocrine cells,CHGA,0,0,0,0,0,0.0
63ff2c52-cb63-44f0-bac3-d0b33373e312,Crohn disease,caecum epithelium,Enteroendocrine cells,GCG,0,2,0,0,2,1.0
63ff2c52-cb63-44f0-bac3-d0b33373e312,Crohn disease,caecum epithelium,Enteroendocrine cells,GIP,0,0,0,4,4,0.0
63ff2c52-cb63-44f0-bac3-d0b33373e312,Crohn disease,caecum epithelium,Enteroendocrine cells,CCK,0,0,0,4,4,0.0
63ff2c52-cb63-44f0-bac3-d0b33373e312,Crohn disease,caecum epithelium,Stem cells OLFM4,OLFM4,38,3,0,0,41,0.07317073170731707
63ff2c52-cb63-44f0-bac3-d0b33373e312,Crohn disease,caecum epithelium,Stem cells OLFM4,LGR5,0,69,0,0,69,1.0
63ff2c52-cb63-44f0-bac3-d0b33373e312,Crohn disease,caecum epithelium,Stem cells OLFM4 LGR5,OLFM4,23,2,0,0,25,0.08
63ff2c52-cb63-44f0-bac3-d0b33373e312,Crohn disease,caecum epithelium,Stem cells OLFM4 LGR5,LGR5,50,33,0,0,83,0.39759036144578314
63ff2c52-cb63-44f0-bac3-d0b33373e312,Crohn disease,caecum epithelium,Stem cells OLFM4 LGR5,ASCL2,60,17,0,0,77,0.22077922077922077
63ff2c52-cb63-44f0-bac3-d0b33373e312,Crohn disease,caecum epithelium,Stem cells OLFM4 PCNA,OLFM4,26,0,0,0,26,0.0
63ff2c52-cb63-44f0-bac3-d0b33373e312,Crohn disease,caecum epithelium,Stem cells OLFM4 PCNA,PCNA,7,10,0,0,17,0.5882352941176471
63ff2c52-cb63-44f0-bac3-d0b33373e312,Crohn disease,caecum epithelium,Stem cells OLFM4 PCNA,LGR5,46,15,0,0,61,0.2459016393442623
63ff2c52-cb63-44f0-bac3-d0b33373e312,Crohn disease,caecum epithelium,Stem cells OLFM4 PCNA,ASCL2,42,18,0,0,60,0.3
63ff2c52-cb63-44f0-bac3-d0b33373e312,Crohn disease,caecum epithelium,Stem cells OLFM4 PCNA,SOX9,53,0,0,0,53,0.0
63ff2c52-cb63-44f0-bac3-d0b33373e312,Crohn disease,caecum epithelium,Stem cells OLFM4 PCNA,TERT,0,66,0,0,66,1.0
63ff2c52-cb63-44f0-bac3-d0b33373e312,Crohn disease,caecum epithelium,Paneth cells,LYZ,0,0,0,0,0,0.0
63ff2c52-cb63-44f0-bac3-d0b33373e312,Crohn disease,caecum epithelium,Paneth cells,DEFA5,0,0,0,0,0,0.0
63ff2c52-cb63-44f0-bac3-d0b33373e312,Crohn disease,caecum,Enterocytes BEST4,BEST4,0,0,0,1,1,0.0
63ff2c52-cb63-44f0-bac3-d0b33373e312,Crohn disease,caecum,Enterocytes BEST4,OTOP2,0,0,0,1,1,0.0
63ff2c52-cb63-44f0-bac3-d0b33373e312,Crohn disease,caecum,Enterocytes BEST4,CA7,0,1,0,0,1,1.0
63ff2c52-cb63-44f0-bac3-d0b33373e312,Crohn disease,caecum,Enterocytes BEST4,GUCA2A,0,0,1,0,1,1.0
63ff2c52-cb63-44f0-bac3-d0b33373e312,Crohn disease,caecum,Enterocytes BEST4,GUCA2B,0,1,0,0,1,1.0
63ff2c52-cb63-44f0-bac3-d0b33373e312,Crohn disease,caecum,Enterocytes BEST4,SPIB,0,0,0,0,0,0.0
63ff2c52-cb63-44f0-bac3-d0b33373e312,Crohn disease,caecum,Enterocytes BEST4,CFTR,1,0,0,0,1,0.0
63ff2c52-cb63-44f0-bac3-d0b33373e312,Crohn disease,caecum,Goblet cells MUC2 TFF1,MUC2,0,0,0,0,0,0.0
63ff2c52-cb63-44f0-bac3-d0b33373e312,Crohn disease,caecum,Goblet cells MUC2 TFF1,TFF1,0,0,0,2,2,0.0
63ff2c52-cb63-44f0-bac3-d0b33373e312,Crohn disease,caecum,Goblet cells MUC2 TFF1,TFF3,0,0,0,0,0,0.0
63ff2c52-cb63-44f0-bac3-d0b33373e312,Crohn disease,caecum,Goblet cells MUC2 TFF1,AGR2,0,0,0,0,0,0.0
63ff2c52-cb63-44f0-bac3-d0b33373e312,Crohn disease,caecum,Goblet cells MUC2 TFF1,SPDEF,2,0,0,0,2,0.0
63ff2c52-cb63-44f0-bac3-d0b33373e312,Crohn disease,caecum,Tuft cells,POU2F3,0,1,0,3,4,0.25
63ff2c52-cb63-44f0-bac3-d0b33373e312,Crohn disease,caecum,Tuft cells,DCLK1,0,0,0,8,8,0.0
63ff2c52-cb63-44f0-bac3-d0b33373e312,Crohn disease,caecum,Goblet cells SPINK4,MUC2,0,0,0,0,0,0.0
63ff2c52-cb63-44f0-bac3-d0b33373e312,Crohn disease,caecum,Goblet cells SPINK4,SPINK4,0,0,0,0,0,0.0
63ff2c52-cb63-44f0-bac3-d0b33373e312,Crohn disease,caecum,Enterocytes TMIGD1 MEP1A,CA1,5,0,2,0,7,0.2857142857142857
63ff2c52-cb63-44f0-bac3-d0b33373e312,Crohn disease,caecum,Enterocytes TMIGD1 MEP1A,CA2,2,0,0,0,2,0.0
63ff2c52-cb63-44f0-bac3-d0b33373e312,Crohn disease,caecum,Enterocytes TMIGD1 MEP1A,TMIGD1,0,8,0,1,9,0.8888888888888888
